Sr.No,Smiles,Solvent,AbsorptioMax (nm),EmissionMax (nm),Fluorescent labeling,Total Molweight,cLogP,cLogS,H-Acceptors,H-Donors,Weiner
3247,CCCCCCCCN1c2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2Sc2cc(C=O)ccc21CCCCCC,CCCCCC,372,491,Yes,575.615,10.793,-9.208,2,0,5970
3248,CCCCCCCCN1c2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2Sc2cc(C=O)ccc21Cc1ccccc1,Cc1ccccc1,381.01,508,Yes,575.615,10.793,-9.208,2,0,5970
3249,CCCCCCCCN1c2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2Sc2cc(C=O)ccc21C1CCOC1,C1CCOC1,382,514,Yes,575.615,10.793,-9.208,2,0,5970
3250,CCCCCCCCN1c2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2Sc2cc(C=O)ccc21ClC(Cl)Cl,ClC(Cl)Cl,386,529,Yes,575.615,10.793,-9.208,2,0,5970
3251,CCCCCCCCN1c2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2Sc2cc(C=O)ccc21CS(C)=O,CS(C)=O,396,540,Yes,575.615,10.793,-9.208,2,0,5970
3252,CCCCCCCCN1c2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2Sc2cc(C=O)ccc21CC#N,CC#N,386,532,Yes,575.615,10.793,-9.208,2,0,5970
3253,CCCCCCCCN1c2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2Sc2cc(C=O)ccc21CO,CO,366,517,Yes,575.615,10.793,-9.208,2,0,5970
3254,Cc1cc(=O)c2ccc(N)cc2o1C1COCCO1,C1COCCO1,314,378,Yes,175.186,1.4009,-2.99,3,1,226
3255,Cc1cc(=O)c2ccc(N)cc2o1ClC(Cl)Cl,ClC(Cl)Cl,311,380,Yes,175.186,1.4009,-2.99,3,1,226
3256,Cc1cc(=O)c2ccc(N)cc2o1CCOC(C)=O,CCOC(C)=O,315,378,Yes,175.186,1.4009,-2.99,3,1,226
3257,Cc1cc(=O)c2ccc(N)cc2o1C1CCOC1,C1CCOC1,323,382,Yes,175.186,1.4009,-2.99,3,1,226
3258,Cc1cc(=O)c2ccc(N)cc2o1CCCCO,CCCCO,329,417,Yes,175.186,1.4009,-2.99,3,1,226
3259,Cc1cc(=O)c2ccc(N)cc2o1CS(C)=O,CS(C)=O,326,402,Yes,175.186,1.4009,-2.99,3,1,226
3260,Cc1cc(=O)c2ccc(N)cc2o1CN(C)C=O,CN(C)C=O,325,408,Yes,175.186,1.4009,-2.99,3,1,226
3261,Cc1cc(=O)c2ccc(N)cc2o1CCCO,CCCO,329,416,Yes,175.186,1.4009,-2.99,3,1,226
3262,Cc1cc(=O)c2ccc(N)cc2o1CC(C)O,CC(C)O,327,418,Yes,175.186,1.4009,-2.99,3,1,226
3263,Cc1cc(=O)c2ccc(N)cc2o1CC#N,CC#N,315,388,Yes,175.186,1.4009,-2.99,3,1,226
3264,Cc1cc(=O)c2ccc(N)cc2o1CO,CO,327,421,Yes,175.186,1.4009,-2.99,3,1,226
3265,Cc1cc(=O)c2ccc(N)cc2o1O,O,322,435,Yes,175.186,1.4009,-2.99,3,1,226
3266,N#Cc1coc2ccccc2c1=OC1COCCO1,C1COCCO1,314,402,Yes,171.155,1.0949,-2.93,3,0,228
3267,N#Cc1coc2ccccc2c1=OClC(Cl)Cl,ClC(Cl)Cl,372,438,Yes,171.155,1.0949,-2.93,3,0,228
3268,N#Cc1coc2ccccc2c1=OCCOC(C)=O,CCOC(C)=O,354,495,Yes,171.155,1.0949,-2.93,3,0,228
3269,N#Cc1coc2ccccc2c1=OC1CCOC1,C1CCOC1,316,373,Yes,171.155,1.0949,-2.93,3,0,228
3270,N#Cc1coc2ccccc2c1=OCCCCO,CCCCO,355,500,Yes,171.155,1.0949,-2.93,3,0,228
3271,N#Cc1coc2ccccc2c1=OCS(C)=O,CS(C)=O,360,490,Yes,171.155,1.0949,-2.93,3,0,228
3272,N#Cc1coc2ccccc2c1=OCN(C)C=O,CN(C)C=O,356,494,Yes,171.155,1.0949,-2.93,3,0,228
3273,N#Cc1coc2ccccc2c1=OCCCO,CCCO,336,440,Yes,171.155,1.0949,-2.93,3,0,228
3274,N#Cc1coc2ccccc2c1=OCC(C)O,CC(C)O,350,411,Yes,171.155,1.0949,-2.93,3,0,228
3275,N#Cc1coc2ccccc2c1=OCC#N,CC#N,367,495,Yes,171.155,1.0949,-2.93,3,0,228
3276,N#Cc1coc2ccccc2c1=OCO,CO,364,415,Yes,171.155,1.0949,-2.93,3,0,228
3277,N#Cc1coc2ccccc2c1=OO,O,312,396,Yes,171.155,1.0949,-2.93,3,0,228
3278,O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(Cl)c(=O)c(Cl)c-2oc2c(Cl)c(O)c(Cl)cc12O,O,537,553,Yes,606.863,5.3485,-9.762,5,1,2564
3279,CC(C)(C)c1ccc(/C=C/c2ccc(N(c3ccc(/C=C/c4ccc(C(C)(C)C)cc4)cc3)c3ccc(-c4nc5ccccc5nc4-c4ccc(N(c5ccc(/C=C/c6ccc(C(C)(C)C)cc6)cc5)c5ccc(/C=C/c6ccc(C(C)(C)C)cc6)cc5)cc4)cc3)cc2)cc1Cc1ccccc1,Cc1ccccc1,373,497,Yes,1249.74,24.942,-26.514,4,0,6.80E+04
3280,CCCCCCOc1ccc(/C=C/c2ccc(N(c3ccc(/C=C/c4ccc(OCCCCCC)cc4)cc3)c3ccc(-c4nc5ccccc5nc4-c4ccc(N(c5ccc(/C=C/c6ccc(OCCCCCC)cc6)cc5)c5ccc(/C=C/c6ccc(OCCCCCC)cc6)cc5)cc4)cc3)cc2)cc1Cc1ccccc1,Cc1ccccc1,374,505,Yes,1425.95,27.23,-27.466,8,0,9.93E+04
3281,C(=C/c1ccc(N(c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(-c3nc4ccccc4nc3-c3ccc(N(c4ccc(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)c4ccc(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)cc3)cc2)cc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1Cc1ccccc1,Cc1ccccc1,375,521,Yes,1694.15,28.992,-38.578,8,0,1.63E+05
3282,C(=C/c1ccccn1)\c1ccc(N(c2ccc(/C=C/c3ccccn3)cc2)c2ccc(-c3nc4ccccc4nc3-c3ccc(N(c4ccc(/C=C/c5ccccn5)cc4)c4ccc(/C=C/c5ccccn5)cc4)cc3)cc2)cc1Cc1ccccc1,Cc1ccccc1,378,533,Yes,1029.26,14.827,-18.79,8,0,4.01E+04
3283,CC(C)(C)c1ccc(/C=C/c2ccc(N(c3ccc(/C=C/c4ccc(C(C)(C)C)cc4)cc3)c3ccc(-c4nc5ccccc5nc4-c4ccc(N(c5ccc(/C=C/c6ccc(C(C)(C)C)cc6)cc5)c5ccc(/C=C/c6ccc(C(C)(C)C)cc6)cc5)cc4)cc3)cc2)cc1C1CCOC1,C1CCOC1,375,515,Yes,1249.74,24.942,-26.514,4,0,6.80E+04
3284,CCCCCCOc1ccc(/C=C/c2ccc(N(c3ccc(/C=C/c4ccc(OCCCCCC)cc4)cc3)c3ccc(-c4nc5ccccc5nc4-c4ccc(N(c5ccc(/C=C/c6ccc(OCCCCCC)cc6)cc5)c5ccc(/C=C/c6ccc(OCCCCCC)cc6)cc5)cc4)cc3)cc2)cc1C1CCOC1,C1CCOC1,378,518,Yes,1425.95,27.23,-27.466,8,0,9.93E+04
3285,C(=C/c1ccc(N(c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(-c3nc4ccccc4nc3-c3ccc(N(c4ccc(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)c4ccc(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)cc3)cc2)cc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1C1CCOC1,C1CCOC1,380,532,Yes,1694.15,28.992,-38.578,8,0,1.63E+05
3286,C(=C/c1ccccn1)\c1ccc(N(c2ccc(/C=C/c3ccccn3)cc2)c2ccc(-c3nc4ccccc4nc3-c3ccc(N(c4ccc(/C=C/c5ccccn5)cc4)c4ccc(/C=C/c5ccccn5)cc4)cc3)cc2)cc1C1CCOC1,C1CCOC1,383,548,Yes,1029.26,14.827,-18.79,8,0,4.01E+04
3287,CCOC(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccc(OC)cc2)cc1ClCCl,ClCCl,383,505,Yes,450.536,6.5657,-6.614,5,0,3495
3288,CCOC(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccc(C)cc2)cc1ClCCl,ClCCl,385,493,Yes,434.537,6.9796,-6.94,4,0,3202
3289,CCOC(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccc(Cl)cc2)cc1ClCCl,ClCCl,378,471,Yes,454.956,7.2417,-7.332,4,0,3202
3290,CCOC(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccc(F)cc2)cc1ClCCl,ClCCl,375,481,Yes,438.501,6.7365,-6.91,4,0,3202
3291,CCOC(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccc(C#N)cc2)cc1ClCCl,ClCCl,376,430,Yes,445.521,6.4713,-7.369,5,0,3495
3292,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccccc2)=CC(/C=C/c2ccccc2)=[O+]1CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccccc2)=CC(/C=C/c2ccccc2)=[O+]1,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccccc2)=CC(/C=C/c2ccccc2)=[O+]1,473,535,Yes,404.225,3.8755,-3.035,6,0,2561
3293,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1,482,566,Yes,432.279,4.5633,-3.723,6,0,3115
3294,COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](OC(C)=O)(OC(C)=O)O2)cc1COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](OC(C)=O)(OC(C)=O)O2)cc1,COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](OC(C)=O)(OC(C)=O)O2)cc1,513,628,Yes,464.277,3.7355,-3.071,8,0,3767
3295,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2cccc3ccccc23)=CC(/C=C/c2cccc3ccccc23)=[O+]1CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2cccc3ccccc23)=CC(/C=C/c2cccc3ccccc23)=[O+]1,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2cccc3ccccc23)=CC(/C=C/c2cccc3ccccc23)=[O+]1,537,643,Yes,504.345,6.2643,-6.247,6,0,4789
3296,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/C=C/c2ccccc2)=CC(/C=C/C=C/c2ccccc2)=[O+]1CC(=O)O[B-]1(OC(C)=O)OC(/C=C/C=C/c2ccccc2)=CC(/C=C/C=C/c2ccccc2)=[O+]1,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/C=C/c2ccccc2)=CC(/C=C/C=C/c2ccccc2)=[O+]1,550,639,Yes,456.301,5.1887,-3.659,6,0,3975
3297,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccccc2)=CC(/C=C/c2ccccc2)=[O+]1Cc1ccccc1,Cc1ccccc1,424,466,Yes,404.225,3.8755,-3.035,6,0,2561
3298,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccccc2)=CC(/C=C/c2ccccc2)=[O+]1C1CCOC1,C1CCOC1,422,468,Yes,404.225,3.8755,-3.035,6,0,2561
3299,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccccc2)=CC(/C=C/c2ccccc2)=[O+]1ClC(Cl)Cl,ClC(Cl)Cl,426,472,Yes,404.225,3.8755,-3.035,6,0,2561
3300,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccccc2)=CC(/C=C/c2ccccc2)=[O+]1ClCCl,ClCCl,424,473,Yes,404.225,3.8755,-3.035,6,0,2561
3301,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccccc2)=CC(/C=C/c2ccccc2)=[O+]1CC(C)=O,CC(C)=O,422,473,Yes,404.225,3.8755,-3.035,6,0,2561
3302,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccccc2)=CC(/C=C/c2ccccc2)=[O+]1CC#N,CC#N,422,476,Yes,404.225,3.8755,-3.035,6,0,2561
3303,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccccc2)=CC(/C=C/c2ccccc2)=[O+]1CS(C)=O,CS(C)=O,428,480,Yes,404.225,3.8755,-3.035,6,0,2561
3304,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1Cc1ccccc1,Cc1ccccc1,436,481,Yes,432.279,4.5633,-3.723,6,0,3115
3305,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1C1CCOC1,C1CCOC1,434,484,Yes,432.279,4.5633,-3.723,6,0,3115
3306,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1ClC(Cl)Cl,ClC(Cl)Cl,440,491,Yes,432.279,4.5633,-3.723,6,0,3115
3307,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1ClCCl,ClCCl,440,492,Yes,432.279,4.5633,-3.723,6,0,3115
3308,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1CC(C)=O,CC(C)=O,434,489,Yes,432.279,4.5633,-3.723,6,0,3115
3309,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1CC#N,CC#N,434,493,Yes,432.279,4.5633,-3.723,6,0,3115
3310,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1CS(C)=O,CS(C)=O,442,499,Yes,432.279,4.5633,-3.723,6,0,3115
3311,COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](OC(C)=O)(OC(C)=O)O2)cc1Cc1ccccc1,Cc1ccccc1,456,510,Yes,464.277,3.7355,-3.071,8,0,3767
3312,COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](OC(C)=O)(OC(C)=O)O2)cc1C1CCOC1,C1CCOC1,456,518,Yes,464.277,3.7355,-3.071,8,0,3767
3313,COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](OC(C)=O)(OC(C)=O)O2)cc1ClC(Cl)Cl,ClC(Cl)Cl,464,529,Yes,464.277,3.7355,-3.071,8,0,3767
3314,COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](OC(C)=O)(OC(C)=O)O2)cc1ClCCl,ClCCl,464,535,Yes,464.277,3.7355,-3.071,8,0,3767
3315,COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](OC(C)=O)(OC(C)=O)O2)cc1CC(C)=O,CC(C)=O,458,531,Yes,464.277,3.7355,-3.071,8,0,3767
3316,COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](OC(C)=O)(OC(C)=O)O2)cc1CC#N,CC#N,462,541,Yes,464.277,3.7355,-3.071,8,0,3767
3317,COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](OC(C)=O)(OC(C)=O)O2)cc1CS(C)=O,CS(C)=O,468,548,Yes,464.277,3.7355,-3.071,8,0,3767
3318,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2cccc3ccccc23)=CC(/C=C/c2cccc3ccccc23)=[O+]1Cc1ccccc1,Cc1ccccc1,468,529,Yes,504.345,6.2643,-6.247,6,0,4789
3319,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2cccc3ccccc23)=CC(/C=C/c2cccc3ccccc23)=[O+]1C1CCOC1,C1CCOC1,464,539,Yes,504.345,6.2643,-6.247,6,0,4789
3320,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2cccc3ccccc23)=CC(/C=C/c2cccc3ccccc23)=[O+]1ClC(Cl)Cl,ClC(Cl)Cl,474,551,Yes,504.345,6.2643,-6.247,6,0,4789
3321,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2cccc3ccccc23)=CC(/C=C/c2cccc3ccccc23)=[O+]1ClCCl,ClCCl,472,554,Yes,504.345,6.2643,-6.247,6,0,4789
3322,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2cccc3ccccc23)=CC(/C=C/c2cccc3ccccc23)=[O+]1CC(C)=O,CC(C)=O,464,553,Yes,504.345,6.2643,-6.247,6,0,4789
3323,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2cccc3ccccc23)=CC(/C=C/c2cccc3ccccc23)=[O+]1CC#N,CC#N,468,569,Yes,504.345,6.2643,-6.247,6,0,4789
3324,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2cccc3ccccc23)=CC(/C=C/c2cccc3ccccc23)=[O+]1CS(C)=O,CS(C)=O,478,574,Yes,504.345,6.2643,-6.247,6,0,4789
3325,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/C=C/c2ccccc2)=CC(/C=C/C=C/c2ccccc2)=[O+]1Cc1ccccc1,Cc1ccccc1,470,523,Yes,456.301,5.1887,-3.659,6,0,3975
3326,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/C=C/c2ccccc2)=CC(/C=C/C=C/c2ccccc2)=[O+]1C1CCOC1,C1CCOC1,468,531,Yes,456.301,5.1887,-3.659,6,0,3975
3327,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/C=C/c2ccccc2)=CC(/C=C/C=C/c2ccccc2)=[O+]1ClC(Cl)Cl,ClC(Cl)Cl,474,543,Yes,456.301,5.1887,-3.659,6,0,3975
3328,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/C=C/c2ccccc2)=CC(/C=C/C=C/c2ccccc2)=[O+]1ClCCl,ClCCl,474,545,Yes,456.301,5.1887,-3.659,6,0,3975
3329,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/C=C/c2ccccc2)=CC(/C=C/C=C/c2ccccc2)=[O+]1CC(C)=O,CC(C)=O,468,544,Yes,456.301,5.1887,-3.659,6,0,3975
3330,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/C=C/c2ccccc2)=CC(/C=C/C=C/c2ccccc2)=[O+]1CC#N,CC#N,472,550,Yes,456.301,5.1887,-3.659,6,0,3975
3331,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/C=C/c2ccccc2)=CC(/C=C/C=C/c2ccccc2)=[O+]1CS(C)=O,CS(C)=O,478,558,Yes,456.301,5.1887,-3.659,6,0,3975
3332,c1ccc(-c2nn(-c3ccccn3)c3nc4ccccc4cc23)cc1C1CCCCC1,C1CCCCC1,385,421,Yes,322.37,4.9335,-4.501,4,0,1375
3333,c1ccc(-c2nn(-c3ccccn3)c3nc4ccccc4cc23)cc1CCCCOCCCC,CCCCOCCCC,385,427,Yes,322.37,4.9335,-4.501,4,0,1375
3334,c1ccc(-c2nn(-c3ccccn3)c3nc4ccccc4cc23)cc1C1CCOC1,C1CCOC1,384,434,Yes,322.37,4.9335,-4.501,4,0,1375
3335,c1ccc(-c2nn(-c3ccccn3)c3nc4ccccc4cc23)cc1CC(C)=O,CC(C)=O,383,438,Yes,322.37,4.9335,-4.501,4,0,1375
3336,c1ccc(-c2nn(-c3ccccn3)c3nc4ccccc4cc23)cc1CN(C)C=O,CN(C)C=O,383,441,Yes,322.37,4.9335,-4.501,4,0,1375
3337,c1ccc(-c2nn(-c3ccccn3)c3nc4ccccc4cc23)cc1CC#N,CC#N,383,441,Yes,322.37,4.9335,-4.501,4,0,1375
3338,Cc1ccc(NC(=O)c2sc(Br)nc2C)cc1CCCCCC,CCCCCC,286.9,399,Yes,311.202,3.6811,-4.386,3,1,551
3339,Cc1ccc(NC(=O)c2sc(Br)nc2C)cc1ClC(Cl)Cl,ClC(Cl)Cl,288.3,412.4,Yes,311.202,3.6811,-4.386,3,1,551
3340,Cc1ccc(NC(=O)c2sc(Br)nc2C)cc1CCOC(C)=O,CCOC(C)=O,286.1,404.5,Yes,311.202,3.6811,-4.386,3,1,551
3341,Cc1ccc(NC(=O)c2sc(Br)nc2C)cc1C1CCOC1,C1CCOC1,301.5,407.5,Yes,311.202,3.6811,-4.386,3,1,551
3342,Cc1ccc(NC(=O)c2sc(Br)nc2C)cc1CO,CO,282.1,403,Yes,311.202,3.6811,-4.386,3,1,551
3343,Cc1ccc(NC(=O)c2sc(Br)nc2C)cc1CC#N,CC#N,281.6,399.5,Yes,311.202,3.6811,-4.386,3,1,551
3344,Cc1ccc(NC(=O)c2sc(Br)nc2C)cc1CN(C)C=O,CN(C)C=O,287.1,451,Yes,311.202,3.6811,-4.386,3,1,551
3345,Cc1ccc(NC(=O)c2sc(Br)nc2C)cc1CS(C)=O,CS(C)=O,283.5,401.5,Yes,311.202,3.6811,-4.386,3,1,551
3346,Cc1cc(C)cc(NC(=O)c2sc(Br)nc2C)c1CCCCCC,CCCCCC,280.5,400.6,Yes,325.229,4.025,-4.73,3,1,628
3347,Cc1cc(C)cc(NC(=O)c2sc(Br)nc2C)c1ClC(Cl)Cl,ClC(Cl)Cl,278,411.5,Yes,325.229,4.025,-4.73,3,1,628
3348,Cc1cc(C)cc(NC(=O)c2sc(Br)nc2C)c1CCOC(C)=O,CCOC(C)=O,282.5,405.5,Yes,325.229,4.025,-4.73,3,1,628
3349,Cc1cc(C)cc(NC(=O)c2sc(Br)nc2C)c1C1CCOC1,C1CCOC1,293.4,413.2,Yes,325.229,4.025,-4.73,3,1,628
3350,Cc1cc(C)cc(NC(=O)c2sc(Br)nc2C)c1CO,CO,271.5,402,Yes,325.229,4.025,-4.73,3,1,628
3351,Cc1cc(C)cc(NC(=O)c2sc(Br)nc2C)c1CC#N,CC#N,285,399,Yes,325.229,4.025,-4.73,3,1,628
3352,Cc1cc(C)cc(NC(=O)c2sc(Br)nc2C)c1CN(C)C=O,CN(C)C=O,285.3,398.2,Yes,325.229,4.025,-4.73,3,1,628
3353,Cc1cc(C)cc(NC(=O)c2sc(Br)nc2C)c1CS(C)=O,CS(C)=O,283.1,402.5,Yes,325.229,4.025,-4.73,3,1,628
3354,CC1(C)C(=O)C=Cc2ccc(O)cc21O,O,341,522,Yes,188.225,2.0495,-2.856,2,1,265
3355,CC1(C)C(=O)C=Cc2ccc(N)cc21O,O,377,526,Yes,187.241,1.7179,-3.228,2,1,265
3356,CCNc1ccc2c(c1)C(C)(C)C(=O)C=C2O,O,402,541,Yes,215.295,2.4485,-3.512,2,1,410
3357,CN(C)c1ccc2c(c1)C(C)(C)C(=O)C=C2O,O,413,554,Yes,215.295,2.2916,-3.188,2,0,397
3358,CCN(CC)c1ccc2c(c1)C(C)(C)C(=O)C=C2O,O,429,552,Yes,243.349,3.1042,-3.788,2,0,567
3359,CC1(C)C(=O)C=Cc2ccc(N3CCC3)cc21O,O,387,555,Yes,227.306,2.5442,-3.604,2,0,478
3360,COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1O,O,340,529,Yes,297.401,5.1119,-6.552,2,0,896
3361,COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1CO,CO,374,476,Yes,297.401,5.1119,-6.552,2,0,896
3362,COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1CCO,CCO,375,474,Yes,297.401,5.1119,-6.552,2,0,896
3363,COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1CC(C)O,CC(C)O,376,471,Yes,297.401,5.1119,-6.552,2,0,896
3364,COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1CCCCO,CCCCO,377,471,Yes,297.401,5.1119,-6.552,2,0,896
3365,COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1C1COCCO1,C1COCCO1,373,455,Yes,297.401,5.1119,-6.552,2,0,896
3366,COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1CCOC(C)=O,CCOC(C)=O,372,461,Yes,297.401,5.1119,-6.552,2,0,896
3367,COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1CC#N,CC#N,373,476,Yes,297.401,5.1119,-6.552,2,0,896
3368,COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1CN(C)C=O,CN(C)C=O,379,479,Yes,297.401,5.1119,-6.552,2,0,896
3369,COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1CS(C)=O,CS(C)=O,381,484,Yes,297.401,5.1119,-6.552,2,0,896
3370,COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1ClC(Cl)Cl,ClC(Cl)Cl,376,465,Yes,297.401,5.1119,-6.552,2,0,896
3371,COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1ClCCl,ClCCl,377,468,Yes,297.401,5.1119,-6.552,2,0,896
3372,COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1Cc1ccccc1,Cc1ccccc1,376,450,Yes,297.401,5.1119,-6.552,2,0,896
3373,COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1C1CCCCC1,C1CCCCC1,369,445,Yes,297.401,5.1119,-6.552,2,0,896
3374,COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1O,O,337,529,Yes,327.427,5.0419,-6.57,3,0,1117
3375,COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1CO,CO,364,448,Yes,327.427,5.0419,-6.57,3,0,1117
3376,COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1CCO,CCO,365,443,Yes,327.427,5.0419,-6.57,3,0,1117
3377,COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1CC(C)O,CC(C)O,365,441,Yes,327.427,5.0419,-6.57,3,0,1117
3378,COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1CCCCO,CCCCO,367,443,Yes,327.427,5.0419,-6.57,3,0,1117
3379,COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1C1COCCO1,C1COCCO1,366,437,Yes,327.427,5.0419,-6.57,3,0,1117
3380,COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1CCOC(C)=O,CCOC(C)=O,365,440,Yes,327.427,5.0419,-6.57,3,0,1117
3381,COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1CC#N,CC#N,364,443,Yes,327.427,5.0419,-6.57,3,0,1117
